Family,Genus,Species,Infraspecific rank,Infraspecific epithet,Authorship_edit,edited
Cyperaceae,Kobresia,simpliciuscula,subsp.,subholarctica,T.V.Egorova,T.V.Egorova
Brassicaceae,Noccaea,sintenisii,subsp.,crassum,(P.H. Davis) Parolly,(P.H. Davis) Parolly
Iridaceae,Iris,sintenisii,subsp.,brandzae,(Prodn) D.A.Webb & Chater,(Prodn) D.A.Webb & Chater
Orobanchaceae,Pedicularis,siphonantha,subsp.,prostrata,(Bonati) Tsoong,(Bonati) Tsoong
Leguminosae,Astragalus,sirinicus,subsp.,genargenteus,(Moris) Arcang.,(Moris) Arcang.
Caprifoliaceae,Valeriana,sitchensis,subsp.,scouleri,(Rydb.) F.G. Mey.,(Rydb.) F.G. Mey.
Oleaceae,Myxopyrum,smilacifolium,subsp.,confertum,(Kerr) P.S.Green,(Kerr) P.S.Green
Rhamnaceae,Rhamnus,smithii,subsp.,fasciculata,(Greene) C.B. Wolf,(Greene) C.B. Wolf
Rubiaceae,Rutidea,smithii,subsp.,submontana,(K.Krause) Bridson,(K.Krause) Bridson
Cactaceae,Escobaria,sneedii,subsp.,leei,(Rose ex Boed.) D.R.Hunt,(Rose ex Boed.) D.R.Hunt
Asparagaceae,Agave,sobria,subsp.,roseana,(Trel.) Gentry,(Trel.) Gentry
Myrtaceae,Eucalyptus,socialis,subsp.,eucentrica,(L.A.S.Johnson & K.D.Hill) D.Nicolle,(L.A.S.Johnson & K.D.Hill) D.Nicolle
Papaveraceae,Corydalis,solida,subsp.,densiflora,(C.Presl) Hayek,(C.Presl) Hayek
Papaveraceae,Corydalis,solida,subsp.,oligantha,(Trinajstic) Greuter & Burdet,(Trinajstic) Greuter & Burdet
Papaveraceae,Corydalis,solida,subsp.,slivenensis,(Velen.) Hayek,(Velen.) Hayek
Papaveraceae,Corydalis,solida,subsp.,subremota,Popov ex Lidn & Zetterlund,Popov ex Lidn & Zetterlund
Compositae,Calea,solidaginea,subsp.,deltophylla,(R.S.Cowan) Pruski,(R.S.Cowan) Pruski
Compositae,Hieracium,solidagineum,subsp.,abadesicola,(Pau) Greuter,(Pau) Greuter
Compositae,Hieracium,solidagineum,subsp.,barkhausiiforme,(Arv.-Touv.) Zahn,(Arv.-Touv.) Zahn
Compositae,Hieracium,solidagineum,subsp.,coderianum,(Arv.-Touv. & Gaut.) Zahn,(Arv.-Touv. & Gaut.) Zahn
Compositae,Hieracium,solidagineum,subsp.,flexiflorum,(Arv.-Touv.) Zahn,(Arv.-Touv.) Zahn
Compositae,Hieracium,solidagineum,subsp.,leptoclinium,(Arv.-Touv.) Zahn,(Arv.-Touv.) Zahn
Compositae,Hieracium,solidagineum,subsp.,neosonchoides,Zahn,Zahn
Compositae,Hieracium,solidagineum,subsp.,olivaceiforme,Zahn,Zahn
Compositae,Hieracium,solidagineum,subsp.,perthusianum,(Arv.-Touv. & Gaut.) Zahn,(Arv.-Touv. & Gaut.) Zahn
Compositae,Hieracium,solidagineum,subsp.,stachydifolium,(Arv.-Touv.) Zahn,(Arv.-Touv.) Zahn
Compositae,Centaurea,solstitialis,subsp.,adamii,(Willd.) Nyman,(Willd.) Nyman
Compositae,Centaurea,solstitialis,subsp.,carneola,(Boiss.) Wagenitz,(Boiss.) Wagenitz
Compositae,Centaurea,solstitialis,subsp.,erythracantha,(Halcsy) Dostl,(Halcsy) Dostl
Compositae,Centaurea,solstitialis,subsp.,pyracantha,(Boiss.) Wagenitz,(Boiss.) Wagenitz
Compositae,Centaurea,solstitialis,subsp.,schouwii,(DC.) Gugler,(DC.) Gugler
Cyperaceae,Bulbostylis,somaliensis,subsp.,microcarpa,(Chiov.) Lye,(Chiov.) Lye
Compositae,Hieracium,sommerfeltii,subsp.,clusii,(Dichtl) Zahn,(Dichtl) Zahn
Compositae,Hieracium,sommerfeltii,subsp.,degenianum,Zahn,Zahn
Leguminosae,Mimosa,somnians,subsp.,lasiocarpa,(Benth.) Barneby,(Benth.) Barneby
Papaveraceae,Papaver,somniferum,subsp.,setigerum,(DC.) Arcang.,(DC.) Arcang.
Compositae,Crepidiastrum,sonchifolium,subsp.,pubescens,(Stebbins) N. Kilian,(Stebbins) N. Kilian
Compositae,Hieracium,sonchoides,subsp.,aracioides,(Arv.-Touv. & Gaut.) Zahn,(Arv.-Touv. & Gaut.) Zahn
Compositae,Hieracium,sonchoides,subsp.,heterocerinthe,(Arv.-Touv. & Gaut.) Zahn,(Arv.-Touv. & Gaut.) Zahn
Compositae,Hieracium,sonchoides,subsp.,oleovirens,(Arv.-Touv.) Zahn,(Arv.-Touv.) Zahn
Compositae,Hieracium,sonchoides,subsp.,plecoides,(Arv.-Touv.) Zahn,(Arv.-Touv.) Zahn
Compositae,Hieracium,sonchoides,subsp.,richerianum,(Arv.-Touv. & Gaut.) Zahn,(Arv.-Touv. & Gaut.) Zahn
Compositae,Hieracium,sonchoides,subsp.,sarretoides,(Arv.-Touv.) Zahn,(Arv.-Touv.) Zahn
Compositae,Hieracium,sonchoides,subsp.,xatardianum,(Arv.-Touv.) Zahn,(Arv.-Touv.) Zahn
Brassicaceae,Descurainia,sophia,subsp.,bartschii,(O.E.Schulz) C.Vural,(O.E.Schulz) C.Vural
Violaceae,Viola,sororia,subsp.,affinis,(Leconte) R.J. Little,(Leconte) R.J. Little
Brassicaceae,Brassica,souliei,subsp.,amplexicaulis,(Desf.) Greuter & Burdet,(Desf.) Greuter & Burdet
Brassicaceae,Arabis,soyeri,subsp.,subcoriacea,(Gren.) Breistr.,(Gren.) Breistr.
Compositae,Carduus,spachianus,subsp.,atlantis,(Humbert & Maire) Greuter,(Humbert & Maire) Greuter
Compositae,Carduus,spachianus,subsp.,megalatlanticus,(Emb. ex Maire) Greuter,(Emb. ex Maire) Greuter
Campanulaceae,Campanula,sparsa,subsp.,sphaerothrix,(Griseb.) Hayek,(Griseb.) Hayek
Dryopteridaceae,Dryopteris,sparsa,subsp.,viridescens,(Baker) Fraser-Jenk.,(Baker) Fraser-Jenk.
Opiliaceae,Urobotrya,sparsiflora,subsp.,bruneelii,(De Wild.) Hiepko,(De Wild.) Hiepko
Leguminosae,Lupinus,sparsiflorus,subsp.,inopinatus,(C.P.Sm.) Dziekanowski & D.B.Du,(C.P.Sm.) Dziekanowski & D.B.Du
Leguminosae,Lupinus,sparsiflorus,subsp.,mohavensis,Dziekanowski & D.B.Dunn,Dziekanowski & D.B.Dunn
Leguminosae,Lupinus,sparsiflorus,subsp.,pondii,(Greene) Dziekanowski & D.B.Dun,(Greene) Dziekanowski & D.B.Dun
Solanaceae,Solanum,sparsipilum,subsp.,calcense,(Hawkes) Hawkes,(Hawkes) Hawkes
Compositae,Hieracium,sparsiramum,subsp.,ampezzanum,(Ngeli & Peter) Gottschl.,(Ngeli & Peter) Gottschl.
Compositae,Hieracium,sparsiramum,subsp.,bactiacense,Ngeli & Peter,Ngeli & Peter
Compositae,Hieracium,sparsiramum,subsp.,draconis,(Zahn) Gottschl.,(Zahn) Gottschl.
Compositae,Hieracium,sparsiramum,subsp.,halense,(Murr) Zahn,(Murr) Zahn
Compositae,Hieracium,sparsiramum,subsp.,mediosilvanum,Murr & Zahn,Murr & Zahn
Compositae,Hieracium,sparsiramum,subsp.,subglaberrimum,(Ngeli & Peter) Greuter,(Ngeli & Peter) Greuter
Compositae,Hieracium,sparsum,subsp.,abietogenum,(Szel?g) Greuter,(Szel?g) Greuter
Compositae,Hieracium,sparsum,subsp.,amblylepis,(Boiss.) Zahn,(Boiss.) Zahn
Compositae,Hieracium,sparsum,subsp.,baleanum,(Prodan) Greuter,(Prodan) Greuter
Compositae,Hieracium,sparsum,subsp.,beschtavicum,(Litv. & Zahn) Zahn,(Litv. & Zahn) Zahn
Compositae,Hieracium,sparsum,subsp.,beypazariense,(Hub.-Mor.) Greuter,(Hub.-Mor.) Greuter
Compositae,Hieracium,sparsum,subsp.,chromolepium,(Zahn) Zahn,(Zahn) Zahn
Compositae,Hieracium,sparsum,subsp.,coldei,(Szel?g) Greuter,(Szel?g) Greuter
Compositae,Hieracium,sparsum,subsp.,concinnidens,Zahn,Zahn
Compositae,Hieracium,sparsum,subsp.,fagarasense,Nyr. & Zahn,Nyr. & Zahn
Compositae,Hieracium,sparsum,subsp.,foliosissimum,(Woronow & Zahn) Zahn,(Woronow & Zahn) Zahn
Compositae,Hieracium,sparsum,subsp.,georgicum,(Fr.) Zahn,(Fr.) Zahn
Compositae,Hieracium,sparsum,subsp.,grisebachii,(A.Kern.) Zahn,(A.Kern.) Zahn
Compositae,Hieracium,sparsum,subsp.,idae,Zahn,Zahn
Compositae,Hieracium,sparsum,subsp.,kiderense,(Zahn) Zahn,(Zahn) Zahn
Compositae,Hieracium,sparsum,subsp.,kotschyanum,(Heuff.) Zahn,(Heuff.) Zahn
Compositae,Hieracium,sparsum,subsp.,lailanum,(Schelk. & Zahn) Zahn,(Schelk. & Zahn) Zahn
Compositae,Hieracium,sparsum,subsp.,longidentatum,(Szel?g) Greuter,(Szel?g) Greuter
Compositae,Hieracium,sparsum,subsp.,lubricicaule,Zahn,Zahn
Compositae,Hieracium,sparsum,subsp.,macedonicum,(Boiss. & Orph.) Zahn,(Boiss. & Orph.) Zahn
Compositae,Hieracium,sparsum,subsp.,macrolepis,(Boiss.) Zahn,(Boiss.) Zahn
Compositae,Hieracium,sparsum,subsp.,magocsyanum,(Jv.) Zahn,(Jv.) Zahn
Compositae,Hieracium,sparsum,subsp.,mannagettae,(Freyn) Zahn,(Freyn) Zahn
Compositae,Hieracium,sparsum,subsp.,maricae,Zahn,Zahn
Compositae,Hieracium,sparsum,subsp.,mirekii,(Szel?g) Greuter,(Szel?g) Greuter
Compositae,Hieracium,sparsum,subsp.,neiceffianum,(Degen & Zahn) Zahn,(Degen & Zahn) Zahn
Compositae,Hieracium,sparsum,subsp.,nigrilacus,(Nyr.) Zahn,(Nyr.) Zahn
Compositae,Hieracium,sparsum,subsp.,nigrovirenticeps,(Nyr.) Greuter,(Nyr.) Greuter
Compositae,Hieracium,sparsum,subsp.,nikolovii,(Urum. & Zahn) Zahn,(Urum. & Zahn) Zahn
Compositae,Hieracium,sparsum,subsp.,paniculatissimum,(Zahn) Zahn,(Zahn) Zahn
Compositae,Hieracium,sparsum,subsp.,perfoliosum,(Szel?g) Greuter,(Szel?g) Greuter
Compositae,Hieracium,sparsum,subsp.,pisaturense,(Nyr.) Greuter,(Nyr.) Greuter
Compositae,Hieracium,sparsum,subsp.,polyphyllobasis,(Nyr. & Zahn) Greuter,(Nyr. & Zahn) Greuter
Compositae,Hieracium,sparsum,subsp.,porphyriticum,(A.Kern.) Zahn,(A.Kern.) Zahn
Compositae,Hieracium,sparsum,subsp.,pseudosparsiflorum,(Zahn) Zahn,(Zahn) Zahn
Compositae,Hieracium,sparsum,subsp.,schultzianum,(Pan?i? & Vis.) Zahn,(Pan?i? & Vis.) Zahn
Compositae,Hieracium,sparsum,subsp.,secundum,(Freyn) Zahn,(Freyn) Zahn
Compositae,Hieracium,sparsum,subsp.,silesiacum,(E.Krause) Zahn,(E.Krause) Zahn
Compositae,Hieracium,sparsum,subsp.,simplicicaule,(Sommier & Levier) Zahn,(Sommier & Levier) Zahn
Compositae,Hieracium,sparsum,subsp.,sparsicrinum,(Degen & Zahn) Zahn,(Degen & Zahn) Zahn
Compositae,Hieracium,sparsum,subsp.,sparsiforme,(Degen & Zahn) Greuter,(Degen & Zahn) Greuter
Compositae,Hieracium,sparsum,subsp.,subnitens,(Zahn) Greuter,(Zahn) Greuter
Compositae,Hieracium,sparsum,subsp.,subsimplex,(Sommier & Levier) Zahn,(Sommier & Levier) Zahn
Compositae,Hieracium,sparsum,subsp.,subsparsicrinum,(Zahn) Zahn,(Zahn) Zahn
Compositae,Hieracium,sparsum,subsp.,subsparsiflorum,(Degen & Zahn) Zahn,(Degen & Zahn) Zahn
Compositae,Hieracium,sparsum,subsp.,subvillosum,(Freyn) Greuter,(Freyn) Greuter
Compositae,Hieracium,sparsum,subsp.,svaneticiforme,(Litv. & Zahn) Zahn,(Litv. & Zahn) Zahn
Compositae,Hieracium,sparsum,subsp.,telekianum,(Boros & Lengyel) Greuter,(Boros & Lengyel) Greuter
Compositae,Hieracium,sparsum,subsp.,tomiasae,Nyr. & Zahn,Nyr. & Zahn
Compositae,Hieracium,sparsum,subsp.,tubulatum,(Zahn) Greuter,(Zahn) Greuter
Compositae,Hieracium,sparsum,subsp.,vestiticeps,(Zahn) Zahn,(Zahn) Zahn
Compositae,Hieracium,sparsum,subsp.,vierhapperi,Zahn,Zahn
Compositae,Hieracium,sparsum,subsp.,werneri,(Szel?g) Greuter,(Szel?g) Greuter
Leguminosae,Genista,spartioides,subsp.,retamoides,(Spach ex Cosson) Rivas Mart. & Cant,(Spach ex Cosson) Rivas Mart. & Cant
Leguminosae,Baphia,spathacea,subsp.,polyantha,(Harms) Soladoye,(Harms) Soladoye
Iridaceae,Trimezia,spathata,subsp.,sincorana,(Ravenna) Chukr,(Ravenna) Chukr
Iridaceae,Trimezia,spathata,subsp.,spectabilis,(Ravenna) Chukr,(Ravenna) Chukr
Brassicaceae,Iberis,spathulata,subsp.,lereschiana,"(Barb.-Gamp.) Rivas Mart., T.E. Daz, Fern. Prieto, Loidi & Peas","(Barb.-Gamp.) Rivas Mart., T.E. Daz, Fern. Prieto, Loidi & Peas"
Compositae,Brachyscome,spathulata,subsp.,glabra,(DC.) Stace,(DC.) Stace
Myrtaceae,Eucalyptus,spathulata,subsp.,grandiflora,(Benth.) L.A.S.Johnson & Blaxell,(Benth.) L.A.S.Johnson & Blaxell
Orchidaceae,Disa,spathulata,subsp.,tripartita,(Lindl.) H.P.Linder,(Lindl.) H.P.Linder
Compositae,Hieracium,spathulatum,subsp.,albacetum,(Arv.-Touv.) Greuter,(Arv.-Touv.) Greuter
Compositae,Hieracium,spathulatum,subsp.,ilergabonum,(Pau) Greuter,(Pau) Greuter
Compositae,Hieracium,spathulatum,subsp.,spathulatiforme,(Zahn) Greuter,(Zahn) Greuter
Rubiaceae,Anthospermum,spathulatum,subsp.,ecklonianum,(Cruse) Puff,(Cruse) Puff
Crassulaceae,Sedum,spathulifolium,subsp.,pruinosum,(Britton) R.T. Clausen & C.H. Uhl,(Britton) R.T. Clausen & C.H. Uhl
Crassulaceae,Sedum,spathulifolium,subsp.,purdyi,(Jeps.) R.T. Clausen,(Jeps.) R.T. Clausen
Crassulaceae,Sedum,spathulifolium,subsp.,yosemitense,(Britton) R.T. Clausen,(Britton) R.T. Clausen
Campanulaceae,Campanula,spatulata,subsp.,filicaulis,(Halcsy) Phitos,(Halcsy) Phitos
Campanulaceae,Campanula,spatulata,subsp.,spruneriana,(Hampe) Hayek,(Hampe) Hayek
Onagraceae,Chylismia,specicola,subsp.,hesperia,(P.H.Raven) W.L.Wagner & Hoch,(P.H.Raven) W.L.Wagner & Hoch
Campanulaceae,Campanula,speciosa,subsp.,affinis,(Schult.) Font Quer,(Schult.) Font Quer
Compositae,Solidago,speciosa,subsp.,pallida,(Porter) Semple,(Porter) Semple
Cyperaceae,Carex,speciosa,subsp.,platyrhina,(Ohwi) T.Koyama,(Ohwi) T.Koyama
Lecythidaceae,Gustavia,speciosa,subsp.,occidentalis,(Cuatrec.) S.A.Mori,(Cuatrec.) S.A.Mori
Leguminosae,Mirbelia,speciosa,subsp.,ringrosei,(Bailey) Pedley,(Bailey) Pedley
Onagraceae,Clarkia,speciosa,subsp.,nitens,(H.F.Lewis & M.R.Lewis) H.F.Lewis & P.H.Raven,(H.F.Lewis & M.R.Lewis) H.F.Lewis & P.H.Raven
Orchidaceae,Coelogyne,speciosa,subsp.,fimbriata,(J.J.Sm.) Gravend.,(J.J.Sm.) Gravend.
Orchidaceae,Coelogyne,speciosa,subsp.,incarnata,Gravend.,Gravend.
Polemoniaceae,Phlox,speciosa,subsp.,occidentalis,(Durand ex Torr.) Wherry,(Durand ex Torr.) Wherry
Proteaceae,Dryandra,speciosa,subsp.,macrocarpa,A.S.George,A.S.George
Compositae,Syncarpha,speciosissima,subsp.,angustifolia,(DC.) B.Nord.,(DC.) B.Nord.
Scrophulariaceae,Verbascum,speciosum,subsp.,megaphlomos,(Boiss. & Heldr.) Nyman,(Boiss. & Heldr.) Nyman
Cactaceae,Heliocereus,speciosus,subsp.,amecamensis,(Heese in Rother) U. Guzmn,(Heese in Rother) U. Guzmn
Plantaginaceae,Penstemon,speciosus,subsp.,kennedyi,(A. Nelson) D.D. Keck,(A. Nelson) D.D. Keck
Rubiaceae,Maguireothamnus,speciosus,subsp.,jauaensis,Steyerm.,Steyerm.
Rubiaceae,Oxyanthus,speciosus,subsp.,gerrardii,(Sond.) Bridson,(Sond.) Bridson
Rubiaceae,Oxyanthus,speciosus,subsp.,mollis,(Hutch.) Bridson,(Hutch.) Bridson
Rubiaceae,Oxyanthus,speciosus,subsp.,stenocarpus,(K.Schum.) Bridson,(K.Schum.) Bridson
Apocynaceae,Stathmostelma,spectabile,subsp.,frommii,(Schltr.) Goyder,(Schltr.) Goyder
Compositae,Celmisia,spectabilis,subsp.,lanceolata,(Hook.f.) Given,(Hook.f.) Given
Compositae,Celmisia,spectabilis,subsp.,magnifica,(Allan) Given,(Allan) Given
Compositae,Jungia,spectabilis,subsp.,sodiroi,(Hieron.) Harling,(Hieron.) Harling
Lamiaceae,Stachys,spectabilis,subsp.,elata,(K.Koch) Krestovsk.,(K.Koch) Krestovsk.
Malvaceae,Dombeya,spectabilis,subsp.,humblotii,(Baill.) Arnes,(Baill.) Arnes
Rutaceae,Ravenia,spectabilis,subsp.,leonis,(Vict.) Beurton,(Vict.) Beurton
Orchidaceae,Ophrys,speculum,subsp.,lusitanica,O.Danesch & E.Danesch,O.Danesch & E.Danesch
Orchidaceae,Ophrys,speculum,subsp.,regis-ferdinandii,(Acht. & Kellerer ex Renz) So,(Acht. & Kellerer ex Renz) So
Cactaceae,Gymnocalycium,spegazzinii,subsp.,cardenasianum,(F.Ritter) R.Kiesling & Metzing,(F.Ritter) R.Kiesling & Metzing
Poaceae,Aegilops,speltoides,subsp.,ligustica,(Savign.) Zhuk.,(Savign.) Zhuk.
Cactaceae,Mammillaria,sphacelata,subsp.,viperina,(J.A. Purpus) D.R. Hunt,(J.A. Purpus) D.R. Hunt
Lamiaceae,Salvia,sphacelioides,subsp.,anaglypha,(Briq.) Fern.Alonso,(Briq.) Fern.Alonso
Rubiaceae,Pavetta,sphaerobotrys,subsp.,lanceisepala,(Bremek.) Bridson,(Bremek.) Bridson
Rubiaceae,Pavetta,sphaerobotrys,subsp.,tanaica,(Bremek.) Bridson,(Bremek.) Bridson
Cucurbitaceae,Hemsleya,sphaerocarpa,subsp.,megathyrsa,(C.Y. Wu) D.Z. Li,(C.Y. Wu) D.Z. Li
Cucurbitaceae,Hemsleya,sphaerocarpa,subsp.,wenshanensis,(A.M. Lu ex C.Y. Wu & Z.L. Chen) D.Z. Li,(A.M. Lu ex C.Y. Wu & Z.L. Chen) D.Z. Li
Leguminosae,Crotalaria,sphaerocarpa,subsp.,polycarpa,(Benth.) Hepper,(Benth.) Hepper
Compositae,Centaurea,sphaerocephala,subsp.,lusitanica,(Boiss. & Reut.) Nyman,(Boiss. & Reut.) Nyman
Compositae,Centaurea,sphaerocephala,subsp.,malacitana,(Boiss.) Dostl,(Boiss.) Dostl
Compositae,Centaurea,sphaerocephala,subsp.,polyacantha,(Willd.) Dostl,(Willd.) Dostl
Amaryllidaceae,Allium,sphaerocephalon,subsp.,arvense,(Guss.) Arcang.,(Guss.) Arcang.
Amaryllidaceae,Allium,sphaerocephalon,subsp.,laxiflorum,(Guss.) Giardina & Raimondo,(Guss.) Giardina & Raimondo
Amaryllidaceae,Allium,sphaerocephalon,subsp.,trachypus,(Boiss. & Spruner) K.Richt.,(Boiss. & Spruner) K.Richt.
Compositae,Echinops,sphaerocephalus,subsp.,albidus,(Boiss. & Spruner) Kouharov,(Boiss. & Spruner) Kouharov
Compositae,Echinops,sphaerocephalus,subsp.,taygeteus,(Boiss. & Heldr.) Kouharov,(Boiss. & Heldr.) Kouharov
Rhamnaceae,Frangula,sphaerosperma,subsp.,longipes,(M.C.Johnst. & L.A.Johnst.) Kartesz & Gandhi,(M.C.Johnst. & L.A.Johnst.) Kartesz & Gandhi
Campanulaceae,Lysipomia,sphagnophila,subsp.,acuta,(E.Wimm.) McVaugh,(E.Wimm.) McVaugh
Campanulaceae,Lysipomia,sphagnophila,subsp.,minor,McVaugh,McVaugh
Campanulaceae,Lysipomia,sphagnophila,subsp.,variabilis,McVaugh,McVaugh
Orchidaceae,Ophrys,sphegodes,subsp.,aesculapii,(Renz) So ex J.J.Wood,(Renz) So ex J.J.Wood
Orchidaceae,Ophrys,sphegodes,subsp.,araneola,(Rchb.) M.Lanz,(Rchb.) M.Lanz
Orchidaceae,Ophrys,sphegodes,subsp.,atrata,(Rchb.f.) A.Bols,(Rchb.f.) A.Bols
Orchidaceae,Ophrys,sphegodes,subsp.,aveyronensis,J.J.Wood,J.J.Wood
Orchidaceae,Ophrys,sphegodes,subsp.,cretensis,H.Baumann & Knkele,H.Baumann & Knkele
Orchidaceae,Ophrys,sphegodes,subsp.,epirotica,(Renz) Glz & H.R.Reinhard,(Renz) Glz & H.R.Reinhard
Orchidaceae,Ophrys,sphegodes,subsp.,gortynia,H.Baumann & Knkele,H.Baumann & Knkele
Orchidaceae,Ophrys,sphegodes,subsp.,helenae,(Renz) So & D.M.Moore,(Renz) So & D.M.Moore
Orchidaceae,Ophrys,sphegodes,subsp.,mammosa,(Desf.) So ex E.Nelson,(Desf.) So ex E.Nelson
Orchidaceae,Ophrys,sphegodes,subsp.,passionis,(Sennen) Sanz & Nuet,(Sennen) Sanz & Nuet
Orchidaceae,Ophrys,sphegodes,subsp.,sipontensis,(R.Lorenz & Gembardt) H.A.Pedersen & Faurh.,(R.Lorenz & Gembardt) H.A.Pedersen & Faurh.
Orchidaceae,Ophrys,sphegodes,subsp.,spruneri,(Nyman) E.Nelson,(Nyman) E.Nelson
Salicaceae,Salix,sphenophylla,subsp.,pseudotorulosa,A.K.Skvortsov,A.K.Skvortsov
Apiaceae,Heracleum,sphondylium,subsp.,algeriense,(Coss. ex Batt. & Trab.) Dobignard,(Coss. ex Batt. & Trab.) Dobignard
Apiaceae,Heracleum,sphondylium,subsp.,alpinum,(L.) Bonnier & Layens,(L.) Bonnier & Layens
Apiaceae,Heracleum,sphondylium,subsp.,aurasiacum,(Maire) Dobignard,(Maire) Dobignard
Apiaceae,Heracleum,sphondylium,subsp.,embergeri,Maire,Maire
Apiaceae,Heracleum,sphondylium,subsp.,granatense,(Boiss.) Briq.,(Boiss.) Briq.
Apiaceae,Heracleum,sphondylium,subsp.,montanum,(Schleich. ex Gaudin) Briq.,(Schleich. ex Gaudin) Briq.
Apiaceae,Heracleum,sphondylium,subsp.,orsinii,(Guss.) H.Neumayer,(Guss.) H.Neumayer
Apiaceae,Heracleum,sphondylium,subsp.,pyrenaicum,(Lam.) Bonnier & Layens,(Lam.) Bonnier & Layens
Apiaceae,Heracleum,sphondylium,subsp.,sibiricum,(L.) Simonk.,(L.) Simonk.
Apiaceae,Heracleum,sphondylium,subsp.,suaveolens,(Litard. & Maire) Dobignard,(Litard. & Maire) Dobignard
Apiaceae,Heracleum,sphondylium,subsp.,ternatum,(Velen.) Brummitt,(Velen.) Brummitt
Apiaceae,Heracleum,sphondylium,subsp.,transsilvanicum,(Schur) Brummitt,(Schur) Brummitt
Apiaceae,Heracleum,sphondylium,subsp.,trifoliolatum,(Blanch.) Kergulen,(Blanch.) Kergulen
Apiaceae,Heracleum,sphondylium,subsp.,verticillatum,(Pan?i?) Brummitt,(Pan?i?) Brummitt
Compositae,Ifloga,spicata,subsp.,albescens,Chrtek,Chrtek
Compositae,Ifloga,spicata,subsp.,hadidii,(Fayed & Zareh) Greuter,(Fayed & Zareh) Greuter
Compositae,Ifloga,spicata,subsp.,labillardierei,(Pamp.) Chrtek,(Pamp.) Chrtek
Iridaceae,Hesperantha,spicata,subsp.,fistulosa,(Baker) Goldblatt,(Baker) Goldblatt
Iridaceae,Hesperantha,spicata,subsp.,graminifolia,(Sweet) Goldblatt,(Sweet) Goldblatt
Juncaceae,Luzula,spicata,subsp.,conglomerata,(W.D.J.Koch) Murr,(W.D.J.Koch) Murr
Juncaceae,Luzula,spicata,subsp.,italica,(Parl.) Arcang.,(Parl.) Arcang.
Juncaceae,Luzula,spicata,subsp.,mongolica,Novikov,Novikov
Juncaceae,Luzula,spicata,subsp.,nevadensis,P.Monts.,P.Monts.
Lamiaceae,Mentha,spicata,subsp.,condensata,(Briq.) Greuter & Burdet,(Briq.) Greuter & Burdet
Lamiaceae,Thymbra,spicata,subsp.,intricata,(P.H.Davis) R.Morales,(P.H.Davis) R.Morales
Leguminosae,Aspalathus,spicata,subsp.,cliffortioides,(Bolus) R.Dahlgren,(Bolus) R.Dahlgren
Leguminosae,Aspalathus,spicata,subsp.,neglecta,(T.M.Salter) R.Dahlgren,(T.M.Salter) R.Dahlgren
Plantaginaceae,Veronica,spicata,subsp.,barrelieri,(H.Schott ex Roem. & Schult.) Elenevsky,(H.Schott ex Roem. & Schult.) Elenevsky
Plantaginaceae,Veronica,spicata,subsp.,crassifolia,Hayek,Hayek
Plantaginaceae,Veronica,spicata,subsp.,incana,(L.) Walters,(L.) Walters
Plantaginaceae,Veronica,spicata,subsp.,orchidea,(Crantz) Hayek,(Crantz) Hayek
Plantaginaceae,Veronica,spicata,subsp.,paczoskiana,(Klokov) Kosachev,(Klokov) Kosachev
Polemoniaceae,Ipomopsis,spicata,subsp.,capitata,(A. Gray) V.E. Grant,(A. Gray) V.E. Grant
Polemoniaceae,Ipomopsis,spicata,subsp.,orchidacea,(Brand) Wilken & R.L. Hartm.,(Brand) Wilken & R.L. Hartm.
Grossulariaceae,Ribes,spicatum,subsp.,hispidulum,(Janch.) L.Hmet-Ahti,(Janch.) L.Hmet-Ahti
Grossulariaceae,Ribes,spicatum,subsp.,lapponicum,Hyl.,Hyl.
Leguminosae,Eriosema,spicatum,subsp.,collinum,(Hepper) J.K.Morton,(Hepper) J.K.Morton
Ranunculaceae,Ranunculus,spicatus,subsp.,blepharicarpos,(Boiss.) Grau,(Boiss.) Grau
Rutaceae,Pilocarpus,spicatus,subsp.,longeracemosus,(Mart. ex Engl.) Kaastra,(Mart. ex Engl.) Kaastra
Leguminosae,Aspalathus,spinescens,subsp.,lepida,(E.Mey.) R.Dahlgren,(E.Mey.) R.Dahlgren
Brassicaceae,Zilla,spinosa,subsp.,biparmata,(O.E.Schulz) Maire & Weiller,(O.E.Schulz) Maire & Weiller
Caryophyllaceae,Drypis,spinosa,subsp.,jacquiniana,Murb. & Wettst.,Murb. & Wettst.
Compositae,Pallenis,spinosa,subsp.,asteroidea,(Viv.) Greuter,(Viv.) Greuter
Compositae,Pallenis,spinosa,subsp.,aurea,(Willk.) Nyman,(Willk.) Nyman
Compositae,Pallenis,spinosa,subsp.,maroccana,(Aurich & Podlech) Greuter,(Aurich & Podlech) Greuter
Euphorbiaceae,Euphorbia,spinosa,subsp.,ligustica,(Fiori) Pignatti,(Fiori) Pignatti
Fagaceae,Quercus,spinosa,subsp.,miyabei,(Hayata) A.Camus,(Hayata) A.Camus
Leguminosae,Aspalathus,spinosa,subsp.,glauca,(Eckl. & Zeyh.) R.Dahlgren,(Eckl. & Zeyh.) R.Dahlgren
Leguminosae,Aspalathus,spinosa,subsp.,obtusata,(Thunb.) R.Dahlgren,(Thunb.) R.Dahlgren
Leguminosae,Calicotome,spinosa,subsp.,hispanica,(Rouy) Rouy,(Rouy) Rouy
Leguminosae,Calicotome,spinosa,subsp.,infesta,(C. Presl) Rouy,(C. Presl) Rouy
